id,type,category,title,body,active
CA072,今日の注意,資料作成,根拠,主張には、根拠となるデータや事実を添えましょう。,true
CA073,今日の注意,資料作成,表記,日付・単位・用語の表記をそろえましょう。,true
CA074,今日の注意,資料作成,要約,長い資料には、最初に要点をまとめましょう。,true
CA075,今日の注意,資料作成,見直し,提出前に、誤字脱字と数字の整合性を確認しましょう。,true
CA076,今日の注意,IT・DX,データ,データを扱う前に、出所と更新日を確認しましょう。,true
CA077,今日の注意,IT・DX,AI利用,生成AIに機密情報や個人情報を入力しないよう注意しましょう。,true
CA078,今日の注意,IT・DX,システム入力,システム入力では、確定前に内容を確認しましょう。,true
CA079,今日の注意,IT・DX,バックアップ,重要なファイルは、定められた場所に保存しましょう。,true
CA080,今日の注意,IT・DX,権限,不要になったシステム権限は、見直しや削除を検討しましょう。,true
CA081,今日の注意,リスク管理,早期報告,違和感のある事象は、小さいうちに共有しましょう。,true
CA082,今日の注意,リスク管理,影響範囲,問題が起きたときは、影響範囲を早めに確認しましょう。,true
CA083,今日の注意,リスク管理,証跡,判断や対応の証跡を残しておきましょう。,true
CA084,今日の注意,リスク管理,緊急連絡,緊急時の連絡先や手順を確認しておきましょう。,true
CA085,今日の注意,リスク管理,例外対応,例外対応は、理由と承認を明確にしましょう。,true
CA086,今日の注意,チームワーク,共有,進捗や課題は、抱え込まず早めに共有しましょう。,true
CA087,今日の注意,チームワーク,確認,依頼を受けたら、期限と期待成果を確認しましょう。,true
CA088,今日の注意,チームワーク,引き継ぎ,引き継ぎでは、未完了事項と注意点を明確にしましょう。,true
CA089,今日の注意,チームワーク,感謝,協力を受けたら、感謝を言葉にして伝えましょう。,true
CA090,今日の注意,チームワーク,相談,困ったときは、状況・試したこと・相談したい点を整理して相談しましょう。,true
CA091,今日の注意,自己管理,体調,体調や集中力の変化に気づいたら、早めに調整しましょう。,true
CA092,今日の注意,自己管理,休息,忙しい日ほど、短い休憩を意識しましょう。,true
CA093,今日の注意,自己管理,優先順位,今日必ず終えることを明確にしましょう。,true
CA094,今日の注意,自己管理,予定確認,一日の始めに予定と期限を確認しましょう。,true
CA095,今日の注意,自己管理,振り返り,一日の終わりに、完了事項と残課題を整理しましょう。,true
CA096,今日の注意,ハラスメント防止,言動,相手の立場や受け取り方に配慮した言動を心がけましょう。,true
CA097,今日の注意,ハラスメント防止,指導,指導では、人格ではなく行動や事実に焦点を当てましょう。,true
CA098,今日の注意,ハラスメント防止,相談,違和感を覚えたら、早めに相談できる先を確認しましょう。,true
CA099,今日の注意,ハラスメント防止,境界,業務上必要な範囲を超えた私的な関与には注意しましょう。,true
CA100,今日の注意,ハラスメント防止,職場環境,安心して意見を言える職場環境づくりを意識しましょう。,true
